simplified,traditional,pinyin_1,pinyin_2,english,hsk_level
英雄,英雄,ying1xiong2,yīngxióng,hero,5
感受,感受,gan3shou4,gǎnshòu,feel; experience; emotion; impression,5
吻,吻,wen3,wěn,kiss; lips,5
逃,逃,tao2,táo,to escape; run away; flee,5
数,數,"shu4, shu3, shuo4","shù, shǔ, shuò",number | to count; to rank | frequently; repeatedly,5
公寓,公寓,gong1yu4,gōngyù,apartment building,5
文件,文件,wen2jian4,wénjiàn,document; file,5
寻找,尋找,xun2zhao3,xúnzhǎo,seek; look for; quest,5
烂,爛,lan4,làn,overcooked; rotten; soft; mushy,5
不然,不然,bu4ran2,bùrán,otherwise; not so,5
欠,欠,qian4,qiàn,yawn; to lack; owe (Kangxi radical 76),5
反应,反應,fan3ying4,fǎnyìng,react; respond; reply,5
意外,意外,yi4wai4,yìwài,unexpected; accident; mishap,5
食物,食物,shi2wu4,shíwù,food,5
遗憾,遺憾,yi2han4,yíhàn,regret; pity; sorry,5
反正,反正,fan3zheng4,fǎnzhèng,anyway,5
设计,設計,she4ji4,shèjì,plan; design,5
醉,醉,zui4,zuì,intoxicated; become drunk,5
私人,私人,si1ren2,sīrén,private (citizen); personal; individual,5
某,某,mou3,mǒu,a certain; some,5
伟大,偉大,wei3da4,wěidà,great; mighty; large,5
臭,臭,"chou4, xiu4","chòu, xiù",stench; stink | scent; odor,5
自从,自從,zi4cong2,zìcóng,since; ever since,5
签,簽,qian1,qiān,bamboo used for drawing lots; toothpick; to sign (one's name),5
颗,顆,ke1,kē,"(mw for hearts and small, round things like seeds, grains, beans, etc.)",5
朝,朝,"chao2, zhao1","cháo, zhāo",to face; towards; dynasty | morning; day,5
呼吸,呼吸,hu1xi1,hūxī,breathe,5
明星,明星,ming2xing1,míngxīng,"(movie, etc.) star; celebrity",5
超级,超級,chao1ji2,chāojí,super; transcending; high grade,5
破坏,破壞,po4huai4,pòhuài,destroy; destruction; to wreck; to break,5
角色,角色,jue2se4,juésè,role; part,5
顿,頓,dun4,dùn,pause; arrange; stamp feet; suddenly; (mw for meals),5
便,便,"bian4, pian2","biàn, pián",plain; convenient; excretion; formal equivalent to 就 | cheap,5
包括,包括,bao1kuo4,bāokuò,comprise; include; consist of,5
时刻,時刻,shi2ke4,shíkè,moment; constantly,5
相当,相當,xiang1dang1,xiāngdāng,equivalent to; appropriate; considerably; quite,5
闻,聞,wen2,wén,hear; to smell; news; reputation,5
平,平,ping2,píng,flat; level; equal; ordinary,5
公平,公平,gong1ping2,gōngpíng,fair; impartial; just,5
堆,堆,dui1,duī,pile; heap; stack; crowd,5
俱乐部,俱樂部,ju4le4bu4,jùlèbù,club (group or organization),5
通常,通常,tong1chang2,tōngcháng,regular; usual; normal; ordinary,5
咬,咬,yao3,yǎo,to bite; to nip,5
造成,造成,zao4cheng2,zàochéng,to cause; make; bring out,5
信号,信號,xin4hao4,xìnhào,signal,5
充满,充滿,chong1man3,chōngmǎn,brimming with; very full,5
断,斷,duan4,duàn,to break; decide; absolutely (usually negative),5
抢,搶,"qiang3, qiang1","qiǎng, qiāng",fight over; vie for; grab; rush | bump against,5
现实,現實,xian4shi2,xiànshí,reality; actuality; practical,5
恢复,恢復,hui1fu4,huīfù,reinstate; resume; recover,5
确认,確認,que4ren4,quèrèn,confirm; confirmation; verify,5
怀孕,懷孕,huai2yun4,huáiyùn,become pregnant; have conceived,5
资料,資料,zi1liao4,zīliào,data; material; resources; information,5
婚姻,婚姻,hun1yin1,hūnyīn,marriage; matrimony; wedding,5
圈,圈,"quan1, juan4, juan1","quān, juàn, juān","circle; ring; (mw for loops, orbits, etc.) | pen; sty | continue; to lock up",5
脑袋,腦袋,nao3dai5,nǎodai,head; mental capability; brains,5
分手,分手,fen1shou3,fēnshǒu,part company; break up,5
心理,心理,xin1li3,xīnlǐ,psychology; psychological; mental,5
项,項,xiang4,xiàng,nape (of the neck); sum (of money); mw item,5
记忆,記憶,ji4yi4,jìyì,memory; to remember,5
紧急,緊急,jin3ji2,jǐnjí,urgent; pressing,5
接近,接近,jie1jin4,jiējìn,near; be close to,5
吵,吵,chao3,chǎo,to quarrel; make noise,5
权利,權利,quan2li4,quánlì,right; privilege,5
冠军,冠軍,guan4jun1,guànjūn,champion,5
教练,教練,jiao4lian4,jiàoliàn,(athlete's) coach; sports coach; instructor,5
随时,隨時,sui2shi2,suíshí,at any time; whenever necessary,5
对方,對方,dui4fang1,duìfāng,counterpart; the other party involved,5
敌人,敵人,di2ren2,dírén,enemy,5
背,背,"bei1, bei4","bēi, bèi",carry on one's back; to bear | back; have one's back to; leave; recite,5
人物,人物,ren2wu4,rénwù,"figure; personage; character (in a play, story, etc.)",5
猪,豬,zhu1,zhū,pig,5
感激,感激,gan3ji1,gǎnjī,appreciate; feel grateful,5
嫁,嫁,jia4,jià,marry (a husband); take a husband,5
挑战,挑戰,tiao3zhan4,tiǎozhàn,challenge,5
状态,狀態,zhuang4tai4,zhuàngtài,state of affairs; condition; state,5
报道,報道,bao4dao4,bàodào,to report; news report,5
参与,參與,can1yu4,cānyù,participate (in sth.); attach oneself to,5
彼此,彼此,bi3ci3,bǐcǐ,each other; one another,5
到达,到達,dao4da2,dàodá,to reach; arrive,5
显示,顯示,xian3shi4,xiǎnshì,"display, illustrate, to show",5
立刻,立刻,li4ke4,lìkè,immediately; at once; right away,5
吐,吐,"tu3, tu4","tǔ, tù",to spit | to vomit; throw up,5
取消,取消,qu3xiao1,qǔxiāo,cancel; cancellation; abolish,5
等待,等待,deng3dai4,děngdài,to wait (for); expect,5
离婚,離婚,li2 hun1,lí hūn,to divorce; divorced from (one's spouse),5
尽力,盡力,jin4 li4,jìn lì,do one's best; to strive as much as possible,5
庆祝,慶祝,qing4zhu4,qìngzhù,celebrate,5
假装,假裝,jia3zhuang1,jiǎzhuāng,pretend to be; feign; make believe,5
吹,吹,chui1,chuī,to blow; to blast; to puff,5
在乎,在乎,zai4hu5,zàihu,care about; be determined by; to mind,5
状况,狀況,zhuang4kuang4,zhuàngkuàng,condition; state; situation,5
心脏,心臟,xin1zang4,xīnzàng,heart,5
似的,似的,shi4de5,shìde,seems as if; rather like,5
国王,國王,guo2wang2,guówáng,king,5
项目,項目,xiang4mu4,xiàngmù,program; item; project,5
集中,集中,ji2zhong1,jízhōng,concentrate; to focus; amass,5
实话,實話,shi2hua4,shíhuà,truth,5
表情,表情,biao3qing2,biǎoqíng,(facial) expression; express one's feelings,5
冒险,冒險,mao4xian3,màoxiǎn,take a risk; take chances,5
胜利,勝利,sheng4li4,shènglì,victory; triumph,5
官,官,guan1,guān,an official; organ; governmental,5
期待,期待,qi1dai4,qīdài,look forward to; await; expectation,5
保险,保險,bao3xian3,bǎoxiǎn,insurance; insure; safe,5
单独,單獨,dan1du2,dāndú,alone,5
专家,專家,zhuan1jia1,zhuānjiā,expert; specialist,5
赶快,趕快,gan3kuai4,gǎnkuài,at once; immediately,5
风格,風格,feng1ge2,fēnggé,style,5
机器,機器,ji1qi4,jīqì,machine,5
尽快,盡快,jin3kuai4,jǐnkuài,as quickly as possible,5
价值,價值,jia4zhi2,jiàzhí,value; worth,5
切,切,"qie1, qie4","qiē, qiè",to cut; to chop | correspond to; absolutely; ardently,5
墙,牆,qiang2,qiáng,wall,5
彻底,徹底,che4di3,chèdǐ,thorough; complete; completely,5
翻,翻,fan1,fān,to turn over; capsize; translate,5
摆,擺,bai3,bǎi,to put (on); arrange; to sway; pendulum,5
请求,請求,qing3qiu2,qǐngqiú,to request; ask,5
命运,命運,ming4yun4,mìngyùn,fate; destiny,5
特殊,特殊,te4shu1,tèshū,special; particular; extraordinary; unusual,5
老实,老實,lao3shi5,lǎoshi,honest; sincere; naive; simpleminded,5
年代,年代,nian2dai4,niándài,decade; era,5
士兵,士兵,shi4bing1,shìbīng,soldier,5
以来,以來,yi3lai2,yǐlái,since (a previous event),5
屋子,屋子,wu1zi5,wūzi,room; house,5
制造,制造,zhi4zao4,zhìzào,manufacture; make,5
退,退,tui4,tuì,to retreat; decline; withdraw,5
戒,戒,jie4,jiè,warn against; swear off,5
戒指,戒指,jie4zhi5,jièzhi,(finger) ring,5
洞,洞,dong4,dòng,cave; hole,5
作品,作品,zuo4pin3,zuòpǐn,works (of literature and art),5
则,則,ze2,zé,standard; regulation; however; in that case,5
去世,去世,qu4shi4,qùshì,pass away; die,5
规则,規則,gui1ze2,guīzé,rule; law; regulation,5
说服,說服,shuo1 fu2,shuō fú,persuade; convince,5
产生,產生,chan3sheng1,chǎnshēng,to produce; emerge; to cause,5
布,布,bu4,bù,cloth; announce; to spread,5
时代,時代,shi2dai4,shídài,age; era; period,5
接触,接觸,jie1chu4,jiēchù,come into contact with,5
卡车,卡車,ka3che1,kǎchē,truck,5
规矩,規矩,gui1ju5,guīju,rule; custom,5
部门,部門,bu4men2,bùmén,department; branch; section,5
基本,基本,ji1ben3,jīběn,basic; fundamental,5
分析,分析,fen1xi1,fēnxī,analyze; analysis,5
地区,地區,di4qu1,dìqū,an area; a region; a district,5
导致,導致,dao3zhi4,dǎozhì,lead to; bring about; to cause,5
对待,對待,dui4dai4,duìdài,to treat,5
主人,主人,zhu3ren2,zhǔrén,master; host; owner,5
宣布,宣布,xuan1bu4,xuānbù,announce; declare; proclaim,5
空间,空間,kong1jian1,kōngjiān,space,5
油炸,油炸,you2zha2,yóuzhá,deep fry,5
念,念,nian4,niàn,read aloud; to study; to miss or think of somebody,5
想念,想念,xiang3nian4,xiǎngniàn,to miss; remember with longing; long to see again,5
程序,程序,cheng2xu4,chéngxù,procedure; sequence; program,5
炒,炒,chao3,chǎo,to stir-fry; saute,5
情绪,情緒,qing2xu4,qíngxù,emotion; sentiment; mood; morale,5
创造,創造,chuang4zao4,chuàngzào,create; bring about; creativity,5
范围,范圍,fan4wei2,fànwéi,scope; range; limits; extent,5
称,稱,"cheng1, chen4","chēng, chèn",weigh; to call; be called | appropriate,5
尽量,盡量,jin3liang4,jǐnliàng,as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill),5
亲自,親自,qin1zi4,qīnzì,personally,5
石头,石頭,shi2tou5,shítou,stone; rock,5
顶,頂,ding3,dǐng,"top; roof; carry on one's head; prop up; to butt; (mw for headwear, i.e. hats)",5
细节,細節,xi4jie2,xìjié,details; particulars,5
道理,道理,dao4li3,dàolǐ,reason; sense; argument,5
运气,運氣,yun4qi5,yùnqi,luck,5
喊,喊,han3,hǎn,call; cry; shout,5
制作,制作,zhi4zuo4,zhìzuò,make; manufacture,5
相处,相處,xiang1chu3,xiāngchǔ,get along; interact,5
度过,度過,du4guo4,dùguò,spend; to pass,5
奇迹,奇跡,qi2ji4,qíjì,miracle; miraculous; marvel,5
媒体,媒體,mei2ti3,méitǐ,(news) media; medium,5
赶紧,趕緊,gan3jin3,gǎnjǐn,at once; hurriedly; lose no time,5
匹,匹,pi3,pǐ,"ordinary person; (mw for horses, bolt of cloth)",5
建立,建立,jian4li4,jiànlì,establish; to construct; to set up,5
无所谓,無所謂,wu2suo3wei4,wúsuǒwèi,doesn't matter; be indifferent,5
表达,表達,biao3da2,biǎodá,to express; to voice; convey,5
一辈子,一輩子,yi2bei4zi5,yíbèizi,(for) a lifetime; all one's life,5
神秘,神秘,shen2mi4,shénmì,mysterious; mystical,5
实现,實現,shi2xian4,shíxiàn,achieve; to implement,5
政治,政治,zheng4zhi4,zhèngzhì,politics,5
巨大,巨大,ju4da4,jùdà,immense; enormous; very large,5
对手,對手,dui4shou3,duìshǒu,opponent; adversary; match,5
刺激,刺激,ci4ji1,cìjī,exciting; provoke; irritate,5
凭,憑,ping2,píng,lean against; evidence; proof; no matter (what/how/etc.),5
废话,廢話,fei4hua4,fèihuà,nonsense; rubbish,5
掌握,掌握,zhang3wo4,zhǎngwò,to grasp; to master; to control,5
脖子,脖子,bo2zi5,bózi,neck,5
玩具,玩具,wan2ju4,wánjù,plaything; toy,5
满足,滿足,man3zu2,mǎnzú,satisfy; meet (the needs of),5
传统,傳統,chuan2tong3,chuántǒng,tradition; traditional,5
重复,重復,chong2fu4,chóngfù,to repeat; to duplicate,5
欣赏,欣賞,xin1shang3,xīnshǎng,appreciate; enjoy; admire,5
和平,和平,he2ping2,hépíng,peace,5
支票,支票,zhi1piao4,zhīpiào,(bank) check,5
理论,理論,li3lun4,lǐlùn,theory,5
角度,角度,jiao3du4,jiǎodù,angle; point of view,5
年纪,年紀,nian2ji4,niánjì,age,5
观察,觀察,guan1cha2,guānchá,observe; to watch; to survey,5
老鼠,老鼠,lao3shu3,lǎoshǔ,rat; mouse,5
龙,龍,long2,lóng,dragon (Kangxi radical 212),5
盖,蓋,gai4,gài,lid; top; cover; to build,5
移动,移動,yi2dong4,yídòng,to move,5
不断,不斷,bu2duan4,búduàn,unceasing; uninterrupted; continuously,5
公主,公主,gong1zhu3,gōngzhǔ,princess,5
滑,滑,hua2,huá,slippery; cunning; crafty,5
摸,摸,mo1,mō,to touch; to stroke; fish out; feel out,5
思考,思考,si1kao3,sīkǎo,reflect on; ponder; consider,5
关闭,關閉,guan1bi4,guānbì,close; shut,5
幻想,幻想,huan4xiang3,huànxiǎng,delusion; fantasy; illusion,5
甩,甩,shuai3,shuǎi,to throw; to fling; to swing; cast off,5
伙伴,伙伴,huo3ban4,huǒbàn,partner (for an activity); friend; pal,5
插,插,cha1,chā,to insert; stick in; pierce,5
达到,達到,da2 dao4,dá dào,achieve; attain; to reach,5
总之,總之,zong3zhi1,zǒngzhī,in a word; in short; in brief / anyway; anyhow,5
亮,亮,liang4,liàng,bright; light; shiny,5
程度,程度,cheng2du4,chéngdù,degree; extent; level,5
碎,碎,sui4,suì,broken; break into pieces,5
在于,在於,zai4yu2,zàiyú,lie in; be in; rest with; depend on,5
教训,教訓,jiao4xun5,jiàoxun,lesson; teach someone or learn a lesson; a moral,5
权力,權力,quan2li4,quánlì,power; authority,5
稳定,穩定,wen3ding4,wěndìng,stable; steady,5
尊敬,尊敬,zun1jing4,zūnjìng,respect; revere,5
玻璃,玻璃,bo1li5,bōli,glass; nylon; plastic,5
数据,數據,shu4ju4,shùjù,data; numbers; digital,5
坚强,堅強,jian1qiang2,jiānqiáng,strong; staunch,5
勇气,勇氣,yong3qi4,yǒngqì,courage; valor,5
员工,員工,yuan2gong1,yuángōng,employee; staff; personnel,5
好奇,好奇,hao4qi2,hàoqí,curious,5
了不起,了不起,liao3bu5qi3,liǎobuqǐ,incredible; extraordinary; great; amazing,5
砍,砍,kan3,kǎn,to chop; cut down,5
假设,假設,jia3she4,jiǎshè,suppose that; hypothesis; conjecture,5
土地,土地,tu3di4,tǔdì,land; territory; soil,5
借口,借口,jie4kou3,jièkǒu,excuse,5
抱怨,抱怨,bao4yuan4,bàoyuàn,complain; grumble,5
承受,承受,cheng2shou4,chéngshòu,to bear; support; endure; sustain,5
时尚,時尚,shi2shang4,shíshàng,fashion; fad,5
病毒,病毒,bing4du2,bìngdú,virus,5
设备,設備,she4bei4,shèbèi,equipment; facilities; installations,5
硬,硬,ying4,yìng,hard; stiff; obstinately,5
娶,娶,qu3,qǔ,marry (a wife); take a wife,5
过分,過分,guo4fen4,guòfèn,excessive; overly,5
投资,投資,tou2 zi1,tóu zī,investment,5
对象,對象,dui4xiang4,duìxiàng,target; object; partner; boyfriend or girlfriend,5
一致,一致,yi2zhi4,yízhì,unanimous; identical (views or opinions); consistent,5
魅力,魅力,mei4li4,mèilì,charm; glamour; enchantment,5
实验,實驗,shi2yan4,shíyàn,experiment; test,5
恋爱,戀愛,lian4'ai4,liàn'ài,romantic love; be in love; love affair,5
话题,話題,hua4ti2,huàtí,subject (of a talk or conversation),5
市场,市場,shi4chang3,shìchǎng,market,5
团,團,tuan2,tuán,round; ball; group; unite; dumpling; (mw for ball-like things),5
建筑,建筑,jian4zhu4,jiànzhù,a building; to construct; architecture,5
王子,王子,wang2zi3,wángzǐ,prince; son of a king,5
损失,損失,sun3shi1,sǔnshī,loss (financial); lose,5
自豪,自豪,zi4hao2,zìháo,(feel a sense of) pride,5
投入,投入,tou2ru4,tóurù,put into operation; throw into; to invest,5
成熟,成熟,cheng2shu2,chéngshú,mature; ripe,5
表明,表明,biao3ming2,biǎomíng,make clear; make known,5
幅,幅,fu2,fú,"width of cloth; size; (mw for pictures, paintings, textiles)",5
骨头,骨頭,gu3tou5,gǔtou,bone; moral character,5
工具,工具,gong1ju4,gōngjù,tool; instrument; utensil,5
踩,踩,cai3,cǎi,step upon; to tread; to stamp,5
假如,假如,jia3ru2,jiǎrú,if; supposing; in case,5
合同,合同,he2tong5,hétong,contract,5
争取,爭取,zheng1qu3,zhēngqǔ,fight for; compete for; strive,5
胸,胸,xiong1,xiōng,chest; bosom; heart,5
当地,當地,dang1di4,dāngdì,local,5
微笑,微笑,wei1xiao4,wēixiào,smile,5
出口,出口,chu1kou3,chūkǒu,exit; speak; export,5
蛇,蛇,she2,shé,snake; serpent,5
乖,乖,guai1,guāi,(of a child) obedient; well-behaved; clever; perverse; contrary to reason,5
内部,內部,nei4bu4,nèibù,"internal; interior; inside (part, section)",5
姿势,姿勢,zi1shi4,zīshì,posture; position; pose,5
瞎,瞎,xia1,xiā,blind,5
卧室,臥室,wo4shi4,wòshì,bedroom,5
手指,手指,shou3zhi3,shǒuzhǐ,finger,5
哎,哎,ai1,āi,hey!; (interjection of surprise or dissatisfaction),5
资格,資格,zi1ge2,zīgé,qualifications; seniority,5
辞职,辭職,ci2zhi2,cízhí,resign from a position,5
合法,合法,he2fa3,héfǎ,lawful; legitimate; legal,5
搜索,搜索,sou1suo3,sōusuǒ,search; look for something; scour,5
工厂,工廠,gong1chang3,gōngchǎng,factory,5
独立,獨立,du2li4,dúlì,independent,5
决赛,決賽,jue2sai4,juésài,finals (of a competition); final match,5
网络,網絡,wang3luo4,wǎngluò,network,5
毛病,毛病,mao2bing4,máobìng,fault; bad habit; shortcoming,5
晕,暈,"yun1, yun4","yūn, yùn",dizzy; to faint | giddy; halo,5
公开,公開,gong1kai1,gōngkāi,public; make public,5
观点,觀點,guan1dian3,guāndiǎn,point of view; standpoint,5
说不定,說不定,shuo1bu5ding4,shuōbudìng,can't say for sure; perhaps; maybe,5
交换,交換,jiao1huan4,jiāohuàn,to exchange; to swap; to switch,5
拥抱,擁抱,yong1bao4,yōngbào,embrace; to hug,5
万一,萬一,wan4yi1,wànyī,just in case; if by any chance,5
发明,發明,fa1ming2,fāmíng,invent,5
重大,重大,zhong4da4,zhòngdà,great; important; major,5
组合,組合,zu3he2,zǔhé,assemble; combination,5
思想,思想,si1xiang3,sīxiǎng,thought; thinking; idea; ideology,5
针对,針對,zhen1dui4,zhēnduì,in connection with; directed towards,5
具体,具體,ju4ti3,jùtǐ,concrete; definite; specific,5
领导,領導,ling3dao3,lǐngdǎo,to lead; leader; leadership,5
主题,主題,zhu3ti2,zhǔtí,theme; subject; topic,5
牙齿,牙齒,ya2chi3,yáchǐ,tooth,5
绕,繞,rao4,rào,to wind; to coil; move round,5
主任,主任,zhu3ren4,zhǔrèn,director; head; chief,5
系领带,系領帶,ji4ling3dai4,jìlǐngdài,tie a neck tie,5
驾驶,駕駛,jia4shi3,jiàshǐ,"to drive; to pilot (a ship, an airplane, etc.)",5
应付,應付,ying4fu5,yìngfu,to cope with; deal with; handle; do sth. perfunctorily; do sth. after a fashion; make do,5
财产,財產,cai2chan3,cáichǎn,property; fortune,5
吵架,吵架,chao3 jia4,chǎo jià,to quarrel; to squabble; bicker,5
高级,高級,gao1ji2,gāojí,high-level; high-grade; advanced,5
服装,服裝,fu2zhuang1,fúzhuāng,(formal) clothing; costume; dress,5
风险,風險,feng1xian3,fēngxiǎn,risk; venture; hazard,5
欧洲,歐洲,Ou1zhou1,Ōuzhōu,Europe,5
挡,擋,"dang3, dang4","dǎng, dàng",to block; hinder; gear; equipment | arrange; put in order,5
后果,后果,hou4guo3,hòuguǒ,consequences; aftermath,5
个性,個性,ge4xing4,gèxìng,individuality; personality,5
交往,交往,jiao1wang3,jiāowǎng,to associate; to contact,5
避免,避免,bi4mian3,bìmiǎn,avoid; avert; prevent,5
立即,立即,li4ji2,lìjí,immediately,5
批,批,pi1,pī,"criticize; to comment; wholesale; (mw for batches, lots, etc.)",5
保留,保留,bao3liu2,bǎoliú,to reserve; hold back; retain,5
捡,撿,jian3,jiǎn,to pick up; collect; gather,5
持续,持續,chi2xu4,chíxù,continue; persist,5
猴子,猴子,hou2zi5,hóuzi,monkey,5
采取,採取,cai3qu3,cǎiqǔ,"carry out or adopt; take(measures, policies, attitudes, etc.)",5
类型,類型,lei4xing2,lèixíng,type,5
升,升,sheng1,shēng,rise; hoist; promote; liter,5
金属,金屬,jin1shu3,jīnshǔ,metal,5
合理,合理,he2li3,hélǐ,rational; reasonable,5
期间,期間,qi1jian1,qījiān,period of time; time,5
暗,暗,an4,àn,dark; gloomy; hidden; secret,5
退休,退休,tui4xiu1,tuìxiū,retirement (from work); retire,5
